TABLE_SCHEMA|TABLE_NAME|ORDINAL_POSITION|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
dbo|t9676_pdv_cmda_commandhistory|6|f9676_number_of_chairs|int|NULL|10|0|NO
dbo|t9676_pdv_cmda_commandhistory|7|f9676_code_waiter_pos|varchar|50|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|8|f9676_json_data_product|varchar|-1|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|9|f9676_xml_data_pos|varchar|-1|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|10|f9676_msg_process_pos|varchar|-1|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|11|f9676_name_table|varchar|200|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|12|f9676_name_zone|varchar|200|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|13|f9676_step_group|int|NULL|10|0|YES
dbo|t9676_pdv_cmda_commandhistory|14|f9676_status_process_pos|varchar|50|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|15|f9676_doc_account|varchar|-1|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|16|f9676_stage|varchar|50|NULL|NULL|YES
dbo|t9676_pdv_cmda_commandhistory|17|f9676_handle_step_service|bit|NULL|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|1|f9677_id|int|NULL|10|0|NO
dbo|t9677_pdv_cmda_appinfo|2|f9677_code|varchar|50|NULL|NULL|NO
dbo|t9677_pdv_cmda_appinfo|3|f9677_companyname|varchar|256|NULL|NULL|NO
dbo|t9677_pdv_cmda_appinfo|4|f9677_versionapp|varchar|25|NULL|NULL|NO
dbo|t9677_pdv_cmda_appinfo|5|f9677_logotipoapp|varchar|1024|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|6|f9677_urlpolicies|varchar|1024|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|7|f9677_urllogo|varchar|1024|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|8|f9677_urlsplash|varchar|1024|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|9|f9677_isactive|bit|NULL|NULL|NULL|NO
dbo|t9677_pdv_cmda_appinfo|10|f9677_bg_primary_color|varchar|25|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|11|f9677_bgtext_primary_color|varchar|25|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|12|f9677_btn_primary_color|varchar|25|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|13|f9677_link_primary_color|varchar|25|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|14|f9677_IndManejaGeoLocation|int|NULL|10|0|NO
dbo|t9677_pdv_cmda_appinfo|15|f9677_Latitud|varchar|500|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|16|f9677_Longitud|varchar|500|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|17|f9677_MargenDistancia|varchar|500|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|18|f9677_UnidadesMargen|char|1|NULL|NULL|YES
dbo|t9677_pdv_cmda_appinfo|19|f9677_IndPropPerso|int|NULL|10|0|NO
dbo|t9677_pdv_cmda_appinfo|20|f9677_Propina1|money|NULL|19|4|YES
dbo|t9677_pdv_cmda_appinfo|21|f9677_Propina2|money|NULL|19|4|YES
dbo|t9677_pdv_cmda_appinfo|22|f9677_Propina3|money|NULL|19|4|YES
dbo|t9677_pdv_cmda_appinfo|23|f9677_IndModifAdicNoAgg|int|NULL|10|0|NO
dbo|t9677_pdv_cmda_appinfo|24|f9677_IndMarcharDireQr|int|NULL|10|0|NO
dbo|t9677_pdv_cmda_appinfo|25|f9677_IdClaseDocto|int|NULL|10|0|YES
dbo|t9678_pdv_cmda_autopedido|1|f9678_id|int|NULL|10|0|NO
dbo|t9678_pdv_cmda_autopedido|2|f9678_id_zone|int|NULL|10|0|NO
dbo|t9678_pdv_cmda_autopedido|3|f9678_id_table|int|NULL|10|0|NO
dbo|t9678_pdv_cmda_autopedido|4|f9678_type_id|varchar|25|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|5|f9678_num_id|varchar|50|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|6|f9678_json_customer|varchar|-1|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|7|f9678_json_prods|varchar|-1|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|8|f9678_xml|varchar|-1|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|9|f9678_date_time|datetime|NULL|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|10|f9678_status|varchar|100|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|11|f9678_guid|nvarchar|512|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|12|f9678_dar_propina|bit|NULL|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|13|f9678_customer_name|varchar|512|NULL|NULL|YES
dbo|t9678_pdv_cmda_autopedido|14|f9678_Ind_Pendiente_Entrega|int|NULL|10|0|NO
dbo|t9678_pdv_cmda_autopedido|15|f9678_Ind_Desde_CheckOut|int|NULL|10|0|NO
dbo|t9678_pdv_cmda_autopedido|16|f9678_Valor_Propina|money|NULL|19|4|YES
dbo|t9678_pdv_cmda_autopedido|17|f9678_IdClaseDocto|int|NULL|10|0|YES
dbo|t9679_pdv_cmda_HistorialPagos|1|f9679_ts|datetime|NULL|NULL|NULL|NO
dbo|t9679_pdv_cmda_HistorialPagos|2|f9679_rowid|int|NULL|10|0|NO
dbo|t9679_pdv_cmda_HistorialPagos|3|f9679_guid_docto|uniqueidentifier|NULL|NULL|NULL|NO
dbo|t9679_pdv_cmda_HistorialPagos|4|f9679_rowid_integrador|int|NULL|10|0|NO
dbo|t9679_pdv_cmda_HistorialPagos|5|f9679_rowid_platf_pago|int|NULL|10|0|NO
dbo|t9679_pdv_cmda_HistorialPagos|6|f9679_desc_error|varchar|-1|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|1|f9680_ts|datetime|NULL|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|2|f9680_rowid|int|NULL|10|0|NO
dbo|t9680_pdv_centro_preparacion|3|f9680_id_cia|smallint|NULL|5|0|NO
dbo|t9680_pdv_centro_preparacion|4|f9680_id_co|char|3|NULL|NULL|YES
dbo|t9680_pdv_centro_preparacion|5|f9680_id|varchar|20|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|6|f9680_descripcion|varchar|40|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|7|f9680_ind_estado|smallint|NULL|5|0|NO
dbo|t9680_pdv_centro_preparacion|8|f9680_ind_requiere_prog|smallint|NULL|5|0|NO
dbo|t9680_pdv_centro_preparacion|9|f9680_rowid_bodega|int|NULL|10|0|YES
dbo|t9680_pdv_centro_preparacion|10|f9680_notas|varchar|256|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|11|f9680_id_plan|char|3|NULL|NULL|YES
dbo|t9680_pdv_centro_preparacion|12|f9680_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|13|f9680_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9680_pdv_centro_preparacion|14|f9680_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|15|f9680_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9680_pdv_centro_preparacion|16|f9680_id_grupo_co_cm|char|3|NULL|NULL|YES
dbo|t9680_pdv_centro_preparacion|17|f9680_ind_tipo_grupo_co_cm|smallint|NULL|5|0|NO
dbo|t9680_pdv_centro_preparacion|18|f9680_rowid_salon|int|NULL|10|0|YES
dbo|t9681_pdv_centro_prep_filtro|1|f9681_ts|datetime|NULL|NULL|NULL|NO
dbo|t9681_pdv_centro_prep_filtro|2|f9681_id_cia|smallint|NULL|5|0|NO
dbo|t9681_pdv_centro_prep_filtro|3|f9681_rowid_centro_prep|int|NULL|10|0|NO
dbo|t9681_pdv_centro_prep_filtro|4|f9681_id_plan|char|3|NULL|NULL|YES
dbo|t9681_pdv_centro_prep_filtro|5|f9681_criterio|char|4|NULL|NULL|YES
dbo|t9681_pdv_centro_prep_filtro|6|f9681_ubicacion|char|10|NULL|NULL|YES
dbo|t9681_pdv_centro_prep_filtro|7|f9681_rowid_bodega_ubic|int|NULL|10|0|YES
dbo|t9681_pdv_centro_prep_filtro|8|f9681_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9681_pdv_centro_prep_filtro|9|f9681_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9681_pdv_centro_prep_filtro|10|f9681_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9681_pdv_centro_prep_filtro|11|f9681_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9681_pdv_centro_prep_filtro|12|f9681_rowid|int|NULL|10|0|NO
dbo|t9682_pdv_punto_preparacion|1|f9682_ts|datetime|NULL|NULL|NULL|NO
dbo|t9682_pdv_punto_preparacion|2|f9682_id_cia|smallint|NULL|5|0|NO
dbo|t9682_pdv_punto_preparacion|3|f9682_rowid|int|NULL|10|0|NO
dbo|t9682_pdv_punto_preparacion|4|f9682_rowid_centro_prep|int|NULL|10|0|NO
dbo|t9682_pdv_punto_preparacion|5|f9682_id|varchar|20|NULL|NULL|NO
dbo|t9682_pdv_punto_preparacion|6|f9682_secuencia_balanceo|smallint|NULL|5|0|NO
dbo|t9682_pdv_punto_preparacion|7|f9682_descripcion|varchar|60|NULL|NULL|NO
dbo|t9682_pdv_punto_preparacion|8|f9682_ind_estado|smallint|NULL|5|0|NO
dbo|t9682_pdv_punto_preparacion|9|f9682_id_dispositivo|varchar|20|NULL|NULL|NO
dbo|t9682_pdv_punto_preparacion|10|f9682_id_dispositivo_conting|varchar|20|NULL|NULL|YES
dbo|t9682_pdv_punto_preparacion|11|f9682_ind_activar_en_prog|smallint|NULL|5|0|NO
dbo|t9682_pdv_punto_preparacion|12|f9682_ind_maneja_ruta|smallint|NULL|5|0|NO
dbo|t9682_pdv_punto_preparacion|13|f9682_ind_terminar_ult_oper|smallint|NULL|5|0|NO
dbo|t9682_pdv_punto_preparacion|14|f9682_notas|varchar|256|NULL|NULL|NO
dbo|t9682_pdv_punto_preparacion|15|f9682_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9682_pdv_punto_preparacion|16|f9682_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9682_pdv_punto_preparacion|17|f9682_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9682_pdv_punto_preparacion|18|f9682_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9683_pdv_punto_prep_program|1|f9683_rowid_punto_prep|int|NULL|10|0|NO
dbo|t9683_pdv_punto_prep_program|2|f9683_id_fecha|datetime|NULL|NULL|NULL|NO
dbo|t9683_pdv_punto_prep_program|3|f9683_ind_activa|smallint|NULL|5|0|NO
dbo|t9684_pdv_ruta_preparacion|1|f9684_ts|datetime|NULL|NULL|NULL|NO
dbo|t9684_pdv_ruta_preparacion|2|f9684_id_cia|smallint|NULL|5|0|NO
dbo|t9684_pdv_ruta_preparacion|3|f9684_rowid|int|NULL|10|0|NO
dbo|t9684_pdv_ruta_preparacion|4|f9684_rowid_punto_prep|int|NULL|10|0|NO
dbo|t9684_pdv_ruta_preparacion|5|f9684_id_operacion|smallint|NULL|5|0|NO
dbo|t9684_pdv_ruta_preparacion|6|f9684_descripcion|varchar|60|NULL|NULL|NO
dbo|t9684_pdv_ruta_preparacion|7|f9684_id_dispositivo|varchar|20|NULL|NULL|NO
dbo|t9684_pdv_ruta_preparacion|8|f9684_notas|varchar|256|NULL|NULL|NO
dbo|t9684_pdv_ruta_preparacion|9|f9684_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9684_pdv_ruta_preparacion|10|f9684_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9684_pdv_ruta_preparacion|11|f9684_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9684_pdv_ruta_preparacion|12|f9684_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|1|f9685_ts|datetime|NULL|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|2|f9685_id_cia|smallint|NULL|5|0|NO
dbo|t9685_pdv_dispositivo|3|f9685_id|varchar|20|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|4|f9685_descripcion|varchar|60|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|5|f9685_tipo_dispositivo|smallint|NULL|5|0|NO
dbo|t9685_pdv_dispositivo|6|f9685_device_printer|varchar|100|NULL|NULL|YES
dbo|t9685_pdv_dispositivo|7|f9685_id_impresora|varchar|20|NULL|NULL|YES
dbo|t9685_pdv_dispositivo|8|f9685_fmto_impresora|varchar|40|NULL|NULL|YES
dbo|t9685_pdv_dispositivo|9|f9685_rowid_kds|int|NULL|10|0|YES
dbo|t9685_pdv_dispositivo|10|f9685_ind_tipo_printer|smallint|NULL|5|0|NO
dbo|t9685_pdv_dispositivo|11|f9685_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|12|f9685_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9685_pdv_dispositivo|13|f9685_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|14|f9685_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|15|f9685_ind_posicion_tiquete|smallint|NULL|5|0|NO
dbo|t9685_pdv_dispositivo|16|f9685_ind_posicion_display|smallint|NULL|5|0|NO
dbo|t9685_pdv_dispositivo|17|f9685_ind_tamano_letra|smallint|NULL|5|0|NO
dbo|t9685_pdv_dispositivo|18|f9685_rowid_publicidad|int|NULL|10|0|YES
dbo|t9685_pdv_dispositivo|19|f9685_fmto_doble_pantalla|varchar|40|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|20|f9685_id_terminal|varchar|50|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|21|f9685_ruta_servicio_web|varchar|2000|NULL|NULL|NO
dbo|t9685_pdv_dispositivo|22|f9685_id_namespace|varchar|2000|NULL|NULL|NO
dbo|t9686_pdv_estados_domicilio|1|f9686_ts|datetime|NULL|NULL|NULL|YES
dbo|t9686_pdv_estados_domicilio|2|f9686_rowid|int|NULL|10|0|NO
dbo|t9686_pdv_estados_domicilio|3|f9686_id_cia|smallint|NULL|5|0|NO
dbo|t9686_pdv_estados_domicilio|4|f9686_id|smallint|NULL|5|0|NO
dbo|t9686_pdv_estados_domicilio|5|f9686_descripcion|varchar|80|NULL|NULL|NO
dbo|t9686_pdv_estados_domicilio|6|f9686_notas|varchar|255|NULL|NULL|NO
dbo|t9686_pdv_estados_domicilio|7|f9686_ind_estado|smallint|NULL|5|0|NO
dbo|t9686_pdv_estados_domicilio|8|f9686_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9686_pdv_estados_domicilio|9|f9686_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9686_pdv_estados_domicilio|10|f9686_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|NO
dbo|t9686_pdv_estados_domicilio|11|f9686_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9687_pdv_estados_domiciliario|1|f9687_ts|datetime|NULL|NULL|NULL|NO
dbo|t9687_pdv_estados_domiciliario|2|f9687_id_cia|smallint|NULL|5|0|NO
dbo|t9687_pdv_estados_domiciliario|3|f9687_id_domiciliario|char|4|NULL|NULL|NO
dbo|t9687_pdv_estados_domiciliario|4|f9687_ind_estado|smallint|NULL|5|0|NO
dbo|t9687_pdv_estados_domiciliario|5|f9687_id_motivo|varchar|10|NULL|NULL|NO
dbo|t9687_pdv_estados_domiciliario|6|f9687_ts_fecha_cambio_estado|datetime|NULL|NULL|NULL|NO
dbo|t9688_pdv_motivos_domiciliario|1|f9688_ts|datetime|NULL|NULL|NULL|NO
dbo|t9688_pdv_motivos_domiciliario|2|f9688_id_cia|smallint|NULL|5|0|NO
dbo|t9688_pdv_motivos_domiciliario|3|f9688_id_motivo|varchar|10|NULL|NULL|NO
dbo|t9688_pdv_motivos_domiciliario|4|f9688_descripcion|varchar|40|NULL|NULL|NO
dbo|t9688_pdv_motivos_domiciliario|5|f9688_notas|varchar|255|NULL|NULL|NO
dbo|t9688_pdv_motivos_domiciliario|6|f9688_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9688_pdv_motivos_domiciliario|7|f9688_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9688_pdv_motivos_domiciliario|8|f9688_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9688_pdv_motivos_domiciliario|9|f9688_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9691_pdv_mesas|1|f9691_ts|datetime|NULL|NULL|NULL|NO
dbo|t9691_pdv_mesas|2|f9691_rowid|int|NULL|10|0|NO
dbo|t9691_pdv_mesas|3|f9691_id_cia|smallint|NULL|5|0|NO
dbo|t9691_pdv_mesas|4|f9691_id|varchar|50|NULL|NULL|NO
dbo|t9691_pdv_mesas|5|f9691_descripcion|varchar|50|NULL|NULL|NO
dbo|t9691_pdv_mesas|6|f9691_notas|varchar|255|NULL|NULL|NO
dbo|t9691_pdv_mesas|7|f9691_ind_estado|smallint|NULL|5|0|NO
dbo|t9691_pdv_mesas|8|f9691_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9691_pdv_mesas|9|f9691_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9691_pdv_mesas|10|f9691_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9691_pdv_mesas|11|f9691_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9691_pdv_mesas|12|f9691_rowid_foto|int|NULL|10|0|YES
dbo|t9692_pdv_salones|1|f9692_ts|datetime|NULL|NULL|NULL|NO
dbo|t9692_pdv_salones|2|f9692_rowid|int|NULL|10|0|NO
dbo|t9692_pdv_salones|3|f9692_id_cia|smallint|NULL|5|0|NO
dbo|t9692_pdv_salones|4|f9692_id|varchar|50|NULL|NULL|NO
dbo|t9692_pdv_salones|5|f9692_descripcion|varchar|50|NULL|NULL|NO
dbo|t9692_pdv_salones|6|f9692_notas|varchar|255|NULL|NULL|NO
dbo|t9692_pdv_salones|7|f9692_ind_manual|smallint|NULL|5|0|NO
dbo|t9692_pdv_salones|8|f9692_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9692_pdv_salones|9|f9692_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9692_pdv_salones|10|f9692_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9692_pdv_salones|11|f9692_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9692_pdv_salones|12|f9692_ind_capturar_cubiertos|smallint|NULL|5|0|NO
dbo|t9692_pdv_salones|13|f9692_ind_asig_ref_mesa_auto|smallint|NULL|5|0|NO
dbo|t9692_pdv_salones|14|f9692_rowid_foto|int|NULL|10|0|YES
dbo|t9693_pdv_salon_mesas|1|f9693_ts|datetime|NULL|NULL|NULL|NO
dbo|t9693_pdv_salon_mesas|2|f9693_rowid|int|NULL|10|0|NO
dbo|t9693_pdv_salon_mesas|3|f9693_id_cia|smallint|NULL|5|0|NO
dbo|t9693_pdv_salon_mesas|4|f9693_rowid_salon|int|NULL|10|0|NO
dbo|t9693_pdv_salon_mesas|5|f9693_rowid_mesa|int|NULL|10|0|NO
dbo|t9693_pdv_salon_mesas|6|f9693_nro_cubiertos|smallint|NULL|5|0|NO
dbo|t9693_pdv_salon_mesas|7|f9693_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9693_pdv_salon_mesas|8|f9693_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9693_pdv_salon_mesas|9|f9693_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9693_pdv_salon_mesas|10|f9693_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9693_pdv_salon_mesas|11|f9693_rowid_foto|int|NULL|10|0|YES
dbo|t9693_pdv_salon_mesas|12|f9693_xml_parametros|varchar|8000|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|1|f9694_ts|datetime|NULL|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|2|f9694_rowid|int|NULL|10|0|NO
dbo|t9694_pdv_grupo_salones|3|f9694_id_cia|smallint|NULL|5|0|NO
dbo|t9694_pdv_grupo_salones|4|f9694_id|varchar|50|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|5|f9694_descripcion|varchar|50|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|6|f9694_notas|varchar|255|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|7|f9694_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|8|f9694_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9694_pdv_grupo_salones|9|f9694_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|10|f9694_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9694_pdv_grupo_salones|11|f9694_ind_modo|smallint|NULL|5|0|NO
dbo|t9694_pdv_grupo_salones|12|f9694_ind_orden_mesas|smallint|NULL|5|0|NO
dbo|t9695_pdv_grupo_salon_rel|1|f9695_ts|datetime|NULL|NULL|NULL|NO
dbo|t9695_pdv_grupo_salon_rel|2|f9695_rowid|int|NULL|10|0|NO
dbo|t9695_pdv_grupo_salon_rel|3|f9695_id_cia|smallint|NULL|5|0|NO
dbo|t9695_pdv_grupo_salon_rel|4|f9695_rowid_grupo|int|NULL|10|0|NO
dbo|t9695_pdv_grupo_salon_rel|5|f9695_rowid_salon|int|NULL|10|0|NO
dbo|t9695_pdv_grupo_salon_rel|6|f9695_orden|smallint|NULL|5|0|NO
dbo|t9695_pdv_grupo_salon_rel|7|f9695_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9695_pdv_grupo_salon_rel|8|f9695_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9695_pdv_grupo_salon_rel|9|f9695_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9695_pdv_grupo_salon_rel|10|f9695_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9695_pdv_grupo_salon_rel|11|f9695_rowid_foto|int|NULL|10|0|YES
dbo|t9696_pdv_decoracion|1|f9696_ts|datetime|NULL|NULL|NULL|NO
dbo|t9696_pdv_decoracion|2|f9696_rowid|int|NULL|10|0|NO
dbo|t9696_pdv_decoracion|3|f9696_id_cia|smallint|NULL|5|0|NO
dbo|t9696_pdv_decoracion|4|f9696_id|varchar|50|NULL|NULL|NO
dbo|t9696_pdv_decoracion|5|f9696_notas|varchar|255|NULL|NULL|NO
dbo|t9696_pdv_decoracion|6|f9696_descripcion|varchar|50|NULL|NULL|NO
dbo|t9696_pdv_decoracion|7|f9696_ind_estado|smallint|NULL|5|0|NO
dbo|t9696_pdv_decoracion|8|f9696_rowid_foto|int|NULL|10|0|YES
dbo|t9696_pdv_decoracion|9|f9696_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9696_pdv_decoracion|10|f9696_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9696_pdv_decoracion|11|f9696_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9696_pdv_decoracion|12|f9696_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9697_pdv_salon_decoracion|1|f9697_ts|datetime|NULL|NULL|NULL|NO
dbo|t9697_pdv_salon_decoracion|2|f9697_rowid|int|NULL|10|0|NO
dbo|t9697_pdv_salon_decoracion|3|f9697_id_cia|smallint|NULL|5|0|NO
dbo|t9697_pdv_salon_decoracion|4|f9697_rowid_salon|int|NULL|10|0|NO
dbo|t9697_pdv_salon_decoracion|5|f9697_rowid_decoracion|int|NULL|10|0|NO
dbo|t9697_pdv_salon_decoracion|6|f9697_rowid_foto|int|NULL|10|0|YES
dbo|t9697_pdv_salon_decoracion|7|f9697_fecha_ts_creacion|datetime|NULL|NULL|NULL|NO
dbo|t9697_pdv_salon_decoracion|8|f9697_fecha_ts_actualizacion|datetime|NULL|NULL|NULL|YES
dbo|t9697_pdv_salon_decoracion|9|f9697_usuario_creacion|varchar|30|NULL|NULL|NO
dbo|t9697_pdv_salon_decoracion|10|f9697_usuario_actualizacion|varchar|30|NULL|NULL|NO
dbo|t9697_pdv_salon_decoracion|11|f9697_xml_parametros|varchar|8000|NULL|NULL|NO
dbo|t9700_pdv_funciones|1|f9700_id|varchar|20|NULL|NULL|NO
dbo|t9700_pdv_funciones|2|f9700_descripcion|varchar|80|NULL|NULL|NO
dbo|t9700_pdv_funciones|3|f9700_tecla|varchar|25|NULL|NULL|NO
dbo|t9700_pdv_funciones|4|f9700_ubicacion|varchar|50|NULL|NULL|NO
dbo|t9700_pdv_funciones|5|f9700_idx_icono|smallint|NULL|5|0|NO
dbo|t9700_pdv_funciones|6|f9700_orden|smallint|NULL|5|0|NO
dbo|t9701_pdv_clase_docto_funcion|1|f9701_id_clase_docto|smallint|NULL|5|0|NO
dbo|t9701_pdv_clase_docto_funcion|2|f9701_id_funcion|varchar|20|NULL|NULL|NO
dbo|t9701_pdv_clase_docto_funcion|3|f9701_ind_obligatorio|smallint|NULL|5|0|NO
dbo|t9702_pdv_grupo_tablas_sinc|1|f9702_id|varchar|20|NULL|NULL|NO
dbo|t9702_pdv_grupo_tablas_sinc|2|f9702_descripcion|varchar|60|NULL|NULL|NO
dbo|t9702_pdv_grupo_tablas_sinc|3|f9702_orden|smallint|NULL|5|0|NO
dbo|t9703_pdv_tablas_sinc|1|f9703_id|varchar|60|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|2|f9703_id_grupo_tabla|varchar|20|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|3|f9703_descripcion|varchar|60|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|4|f9703_orden|smallint|NULL|5|0|NO
dbo|t9703_pdv_tablas_sinc|5|f9703_variables_llave|varchar|-1|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|6|f9703_campo_where|varchar|4000|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|7|f9703_campo_no_actualizables|varchar|4000|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|8|f9703_campo_cia|varchar|60|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|9|f9703_maximo_numero_registros|smallint|NULL|5|0|NO
dbo|t9703_pdv_tablas_sinc|10|f9703_campo_order_by|varchar|2000|NULL|NULL|NO
dbo|t9703_pdv_tablas_sinc|11|f9703_ind_pos|smallint|NULL|5|0|NO
dbo|t9703_pdv_tablas_sinc|12|f9703_ind_remoto|smallint|NULL|5|0|NO
dbo|t9704_pdv_tablas_sinc_ver_log|1|f9704_ts|datetime|NULL|NULL|NULL|NO
dbo|t9704_pdv_tablas_sinc_ver_log|2|f9704_id_tabla|varchar|60|NULL|NULL|NO
dbo|t9704_pdv_tablas_sinc_ver_log|3|f9704_version_aplicar|int|NULL|10|0|NO
dbo|t9704_pdv_tablas_sinc_ver_log|4|f9704_rowid|int|NULL|10|0|NO
