TABLE_SCHEMA|TABLE_NAME|ORDINAL_POSITION|COLUMN_NAME|DATA_TYPE|CHARACTER_MAXIMUM_LENGTH|NUMERIC_PRECISION|NUMERIC_SCALE|IS_NULLABLE
dbo|t291_co_cajas|5|f291_rowid_grupo_medio_pago|int|NULL|10|0|YES
dbo|t292_co_cajas_monedas|1|f292_id_cia|smallint|NULL|5|0|NO
dbo|t292_co_cajas_monedas|2|f292_id_co|char|3|NULL|NULL|NO
dbo|t292_co_cajas_monedas|3|f292_id_caja|char|3|NULL|NULL|NO
dbo|t292_co_cajas_monedas|4|f292_id_moneda|char|3|NULL|NULL|NO
dbo|t292_co_cajas_monedas|5|f292_rowid_aux|int|NULL|10|0|NO
dbo|t292_co_cajas_monedas|6|f292_rowid_ccosto|int|NULL|10|0|YES
dbo|t292_co_cajas_monedas|7|f292_rowid_fe|int|NULL|10|0|NO
dbo|t292_co_cajas_monedas|8|f292_rowid_aux_favor|int|NULL|10|0|YES
dbo|t292_co_cajas_monedas|9|f292_rowid_aux_contra|int|NULL|10|0|YES
dbo|t292_co_cajas_monedas|10|f292_id_un|varchar|20|NULL|NULL|YES
dbo|t292_co_cajas_monedas|11|f292_rowid_aux_efe_prog|int|NULL|10|0|YES
dbo|t292_co_cajas_monedas|12|f292_rowid_ccosto_efe_prog|int|NULL|10|0|YES
dbo|t293_co_plan_presupuestal|1|f293_id_cia|smallint|NULL|5|0|NO
dbo|t293_co_plan_presupuestal|2|f293_id|char|3|NULL|NULL|NO
dbo|t293_co_plan_presupuestal|3|f293_descripcion|varchar|40|NULL|NULL|NO
dbo|t293_co_plan_presupuestal|4|f293_ind_tercero|smallint|NULL|5|0|NO
dbo|t293_co_plan_presupuestal|5|f293_ind_ccosto|smallint|NULL|5|0|NO
dbo|t293_co_plan_presupuestal|6|f293_cifras|int|NULL|10|0|NO
dbo|t293_co_plan_presupuestal|7|f293_notas|varchar|255|NULL|NULL|YES
dbo|t294_co_presupuesto|1|f294_id_cia|smallint|NULL|5|0|NO
dbo|t294_co_presupuesto|2|f294_rowid|int|NULL|10|0|NO
dbo|t294_co_presupuesto|3|f294_id_plan_presupuestal|char|3|NULL|NULL|NO
dbo|t294_co_presupuesto|4|f294_rowid_auxiliar|int|NULL|10|0|NO
dbo|t294_co_presupuesto|5|f294_id_co|char|3|NULL|NULL|NO
dbo|t294_co_presupuesto|6|f294_rowid_tercero|int|NULL|10|0|YES
dbo|t294_co_presupuesto|7|f294_rowid_ccosto|int|NULL|10|0|YES
dbo|t294_co_presupuesto|8|f294_ano|smallint|NULL|5|0|NO
dbo|t294_co_presupuesto|9|f294_id_un|varchar|20|NULL|NULL|NO
dbo|t295_co_presupuesto_detalle|1|f295_id_cia|smallint|NULL|5|0|NO
dbo|t295_co_presupuesto_detalle|2|f295_rowid|int|NULL|10|0|NO
dbo|t295_co_presupuesto_detalle|3|f295_rowid_presupuesto|int|NULL|10|0|NO
dbo|t295_co_presupuesto_detalle|4|f295_id_plan_presupuesto|char|3|NULL|NULL|NO
dbo|t295_co_presupuesto_detalle|5|f295_rowid_auxiliar|int|NULL|10|0|NO
dbo|t295_co_presupuesto_detalle|6|f295_id_co|char|3|NULL|NULL|NO
dbo|t295_co_presupuesto_detalle|7|f295_rowid_tercero|int|NULL|10|0|YES
dbo|t295_co_presupuesto_detalle|8|f295_rowid_ccosto|int|NULL|10|0|YES
dbo|t295_co_presupuesto_detalle|9|f295_periodo|int|NULL|10|0|NO
dbo|t295_co_presupuesto_detalle|10|f295_valor|money|NULL|19|4|NO
dbo|t295_co_presupuesto_detalle|11|f295_id_un|varchar|20|NULL|NULL|NO
dbo|t296_co_saldos_bancos|1|f296_id_cia|smallint|NULL|5|0|NO
dbo|t296_co_saldos_bancos|2|f296_fecha|datetime|NULL|NULL|NULL|NO
dbo|t296_co_saldos_bancos|3|f296_id_cuenta_bancaria|char|3|NULL|NULL|NO
dbo|t296_co_saldos_bancos|4|f296_disponible|money|NULL|19|4|NO
dbo|t296_co_saldos_bancos|5|f296_canje|money|NULL|19|4|NO
dbo|t296_co_saldos_bancos|6|f296_notas|varchar|255|NULL|NULL|NO
dbo|t297_co_dist_cuenta|1|f297_ts|datetime|NULL|NULL|NULL|NO
dbo|t297_co_dist_cuenta|2|f297_rowid|int|NULL|10|0|NO
dbo|t297_co_dist_cuenta|3|f297_id_cia|smallint|NULL|5|0|NO
dbo|t297_co_dist_cuenta|4|f297_rowid_auxiliar|int|NULL|10|0|NO
dbo|t297_co_dist_cuenta|5|f297_id_co|char|3|NULL|NULL|NO
dbo|t297_co_dist_cuenta|6|f297_rowid_ccosto|int|NULL|10|0|YES
dbo|t297_co_dist_cuenta|7|f297_unidad_medida|varchar|15|NULL|NULL|NO
dbo|t297_co_dist_cuenta|8|f297_base_total|decimal|NULL|28|4|NO
dbo|t297_co_dist_cuenta|9|f297_id_un|varchar|20|NULL|NULL|NO
dbo|t297_co_dist_cuenta|10|f297_prioridad|smallint|NULL|5|0|NO
dbo|t297_co_dist_cuenta|11|f297_ind_estado|smallint|NULL|5|0|NO
dbo|t297_co_dist_cuenta|12|f297_ind_libro|smallint|NULL|5|0|NO
dbo|t298_co_dist_cuenta_detalle|1|f298_ts|datetime|NULL|NULL|NULL|NO
dbo|t298_co_dist_cuenta_detalle|2|f298_id_cia|smallint|NULL|5|0|NO
dbo|t298_co_dist_cuenta_detalle|3|f298_rowid_distribucion_cuenta|int|NULL|10|0|NO
dbo|t298_co_dist_cuenta_detalle|4|f298_rowid_auxiliar_1|int|NULL|10|0|NO
dbo|t298_co_dist_cuenta_detalle|5|f298_id_co_1|char|3|NULL|NULL|NO
dbo|t298_co_dist_cuenta_detalle|6|f298_rowid_ccosto_1|int|NULL|10|0|YES
dbo|t298_co_dist_cuenta_detalle|7|f298_rowid_auxiliar_2|int|NULL|10|0|NO
dbo|t298_co_dist_cuenta_detalle|8|f298_id_co_2|char|3|NULL|NULL|NO
dbo|t298_co_dist_cuenta_detalle|9|f298_rowid_ccosto_2|int|NULL|10|0|YES
dbo|t298_co_dist_cuenta_detalle|10|f298_base|decimal|NULL|28|4|NO
dbo|t298_co_dist_cuenta_detalle|11|f298_id_un_1|varchar|20|NULL|NULL|NO
dbo|t298_co_dist_cuenta_detalle|12|f298_id_un_2|varchar|20|NULL|NULL|NO
dbo|t298_co_dist_cuenta_detalle|13|f298_rowid_tercero1|int|NULL|10|0|YES
dbo|t298_co_dist_cuenta_detalle|14|f298_rowid_tercero2|int|NULL|10|0|YES
dbo|t298_co_dist_cuenta_detalle|15|f298_rowid|int|NULL|10|0|NO
dbo|t300_rc_auxiliar|1|f300_rowid|int|NULL|10|0|NO
dbo|t300_rc_auxiliar|2|f300_id_cia|smallint|NULL|5|0|NO
dbo|t300_rc_auxiliar|3|f300_rowid_auxiliar|int|NULL|10|0|NO
dbo|t300_rc_auxiliar|4|f300_id_co|char|3|NULL|NULL|NO
dbo|t300_rc_auxiliar|5|f300_periodo|int|NULL|10|0|NO
dbo|t300_rc_auxiliar|6|f300_inicial|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|7|f300_debitos|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|8|f300_creditos|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|9|f300_inicial_alt|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|10|f300_debitos_alt|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|11|f300_creditos_alt|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|12|f300_id_un|varchar|20|NULL|NULL|NO
dbo|t300_rc_auxiliar|13|f300_inicial2|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|14|f300_debitos2|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|15|f300_creditos2|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|16|f300_inicial_alt2|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|17|f300_debitos_alt2|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|18|f300_creditos_alt2|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|19|f300_inicial3|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|20|f300_debitos3|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|21|f300_creditos3|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|22|f300_inicial_alt3|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|23|f300_debitos_alt3|decimal|NULL|25|4|NO
dbo|t300_rc_auxiliar|24|f300_creditos_alt3|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|1|f3001_ts|datetime|NULL|NULL|NULL|NO
dbo|t3001_rc_auxiliar_rx|2|f3001_id_cia|smallint|NULL|5|0|NO
dbo|t3001_rc_auxiliar_rx|3|f3001_rowid_auxiliar|int|NULL|10|0|NO
dbo|t3001_rc_auxiliar_rx|4|f3001_id_co|char|3|NULL|NULL|NO
dbo|t3001_rc_auxiliar_rx|5|f3001_id_un|varchar|20|NULL|NULL|NO
dbo|t3001_rc_auxiliar_rx|6|f3001_periodo|int|NULL|10|0|NO
dbo|t3001_rc_auxiliar_rx|7|f3001_inicial|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|8|f3001_debitos|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|9|f3001_creditos|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|10|f3001_inicial2|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|11|f3001_debitos2|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|12|f3001_creditos2|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|13|f3001_inicial3|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|14|f3001_debitos3|decimal|NULL|25|4|NO
dbo|t3001_rc_auxiliar_rx|15|f3001_creditos3|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|1|f301_rowid|int|NULL|10|0|NO
dbo|t301_rc_aux_tercero_ccosto|2|f301_id_cia|smallint|NULL|5|0|NO
dbo|t301_rc_aux_tercero_ccosto|3|f301_rowid_auxiliar|int|NULL|10|0|NO
dbo|t301_rc_aux_tercero_ccosto|4|f301_id_co|char|3|NULL|NULL|NO
dbo|t301_rc_aux_tercero_ccosto|5|f301_rowid_tercero|int|NULL|10|0|YES
dbo|t301_rc_aux_tercero_ccosto|6|f301_rowid_ccosto|int|NULL|10|0|YES
dbo|t301_rc_aux_tercero_ccosto|7|f301_periodo|int|NULL|10|0|NO
dbo|t301_rc_aux_tercero_ccosto|8|f301_inicial|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|9|f301_debitos|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|10|f301_creditos|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|11|f301_inicial_alt|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|12|f301_debitos_alt|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|13|f301_creditos_alt|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|14|f301_id_un|varchar|20|NULL|NULL|NO
dbo|t301_rc_aux_tercero_ccosto|15|f301_inicial2|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|16|f301_debitos2|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|17|f301_creditos2|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|18|f301_inicial_alt2|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|19|f301_debitos_alt2|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|20|f301_creditos_alt2|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|21|f301_inicial3|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|22|f301_debitos3|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|23|f301_creditos3|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|24|f301_inicial_alt3|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|25|f301_debitos_alt3|decimal|NULL|25|4|NO
dbo|t301_rc_aux_tercero_ccosto|26|f301_creditos_alt3|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|1|f3011_ts|datetime|NULL|NULL|NULL|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|2|f3011_id_cia|smallint|NULL|5|0|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|3|f3011_rowid_auxiliar|int|NULL|10|0|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|4|f3011_id_co|char|3|NULL|NULL|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|5|f3011_id_un|varchar|20|NULL|NULL|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|6|f3011_rowid_tercero|int|NULL|10|0|YES
dbo|t3011_rc_aux_tercero_ccosto_rx|7|f3011_rowid_ccosto|int|NULL|10|0|YES
dbo|t3011_rc_aux_tercero_ccosto_rx|8|f3011_periodo|int|NULL|10|0|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|9|f3011_inicial|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|10|f3011_debitos|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|11|f3011_creditos|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|12|f3011_inicial2|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|13|f3011_debitos2|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|14|f3011_creditos2|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|15|f3011_inicial3|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|16|f3011_debitos3|decimal|NULL|25|4|NO
dbo|t3011_rc_aux_tercero_ccosto_rx|17|f3011_creditos3|decimal|NULL|25|4|NO
